1000.000000	0.002875
1050.000000	0.002569
1100.000000	0.002545
1150.000000	0.002262
1200.000000	0.002616
1250.000000	0.002309
1300.000000	0.002192
1350.000000	0.002592
1400.000000	0.002592
1450.000000	0.002003
1500.000000	0.002239
1550.000000	0.001979
1600.000000	0.002969
1650.000000	0.006315
1700.000000	0.017037
1750.000000	0.048167
1800.000000	0.111768
1850.000000	0.231054
1900.000000	0.413635
1950.000000	0.620888
2000.000000	0.818268
2050.000000	0.956476
2100.000000	1.000000
2150.000000	0.953106
2200.000000	0.869969
2250.000000	0.773188
2300.000000	0.679352
2350.000000	0.598431
2400.000000	0.538529
2450.000000	0.487228
2500.000000	0.448204
2550.000000	0.410760
2600.000000	0.379018
2650.000000	0.362852
2700.000000	0.335069
2750.000000	0.318550
2800.000000	0.302408
2850.000000	0.289495
2900.000000	0.273235
2950.000000	0.261264
3000.000000	0.249364
3050.000000	0.240126
3100.000000	0.224715
3150.000000	0.224715
3200.000000	0.215195
3250.000000	0.203671
3300.000000	0.202847
3350.000000	0.191135
3400.000000	0.185361
3450.000000	0.179706
3500.000000	0.176690
3550.000000	0.172707
3600.000000	0.163658
3650.000000	0.158545
3700.000000	0.157814
3750.000000	0.149802
3800.000000	0.146409
3850.000000	0.138538
3900.000000	0.138538
3950.000000	0.138043
4000.000000	0.130432
4050.000000	0.128570
4100.000000	0.121595
4150.000000	0.119238
4200.000000	0.117094
4250.000000	0.112947
4300.000000	0.114007
4350.000000	0.107197
4400.000000	0.107338
4450.000000	0.104793
4500.000000	0.101188
4550.000000	0.097700
4600.000000	0.099043
4650.000000	0.092327
4700.000000	0.092657
4750.000000	0.088486
4800.000000	0.086342
4850.000000	0.083985
4900.000000	0.080356
4950.000000	0.081770
5000.000000	0.076845
5050.000000	0.078047
5100.000000	0.073947
5150.000000	0.074277
5200.000000	0.070718
5250.000000	0.069540
5300.000000	0.068008
5350.000000	0.065864
5400.000000	0.061339
5450.000000	0.061787
5500.000000	0.061622
5550.000000	0.059336
5600.000000	0.056674
5650.000000	0.057852
5700.000000	0.056603
5750.000000	0.053752
5800.000000	0.053021
5850.000000	0.050382
5900.000000	0.051442
5950.000000	0.049180
6000.000000	0.049604
6050.000000	0.047436
6100.000000	0.045457
6150.000000	0.046329
6200.000000	0.042865
6250.000000	0.042299
6300.000000	0.042134
6350.000000	0.040744
6400.000000	0.039730
6450.000000	0.038481
6500.000000	0.039000
6550.000000	0.035607
6600.000000	0.038057
6650.000000	0.034475
6700.000000	0.034122
