6750.000000	0.033627
6800.000000	0.032425
6850.000000	0.032213
6900.000000	0.030634
6950.000000	0.029998
7000.000000	0.032095
7050.000000	0.031106
7100.000000	0.029503
7150.000000	0.027594
7200.000000	0.026699
7250.000000	0.026605
7300.000000	0.025309
7350.000000	0.025639
7400.000000	0.025945
7450.000000	0.025921
7500.000000	0.022787
7550.000000	0.023612
7600.000000	0.022999
7650.000000	0.022104
7700.000000	0.019959
7750.000000	0.022057
7800.000000	0.021774
7850.000000	0.020337
7900.000000	0.021986
7950.000000	0.018593
8000.000000	0.020195
8050.000000	0.018711
8100.000000	0.018923
8150.000000	0.018593
8200.000000	0.017391
8250.000000	0.017768
8300.000000	0.016260
8350.000000	0.015317
8400.000000	0.015859
8450.000000	0.015553
8500.000000	0.015883
8550.000000	0.014846
8600.000000	0.014587
8650.000000	0.013974
8700.000000	0.014469
8750.000000	0.014045
8800.000000	0.013833
8850.000000	0.013668
8900.000000	0.012372
8950.000000	0.012584
9000.000000	0.012725
9050.000000	0.012560
9100.000000	0.011617
9150.000000	0.011547
9200.000000	0.011735
9250.000000	0.011500
9300.000000	0.010746
9350.000000	0.010321
9400.000000	0.011547
9450.000000	0.010109
9500.000000	0.010345
9550.000000	0.010227
9600.000000	0.010298
9650.000000	0.009379
9700.000000	0.009850
9750.000000	0.009402
9800.000000	0.008931
9850.000000	0.009662
9900.000000	0.008766
9950.000000	0.008578
10000.000000	0.008271
10050.000000	0.008790
10100.000000	0.008318
10150.000000	0.007706
10200.000000	0.007729
10250.000000	0.008059
10300.000000	0.007989
10350.000000	0.007258
10400.000000	0.007635
10450.000000	0.007447
10500.000000	0.006740
10550.000000	0.006952
10600.000000	0.007894
10650.000000	0.007211
10700.000000	0.006598
10750.000000	0.006339
10800.000000	0.006716
10850.000000	0.006787
10900.000000	0.006480
10950.000000	0.005491
11000.000000	0.006410
11050.000000	0.005585
11100.000000	0.005561
11150.000000	0.005938
11200.000000	0.005443
11250.000000	0.006174
11300.000000	0.005443
11350.000000	0.005396
11400.000000	0.006056
11450.000000	0.005538
11500.000000	0.005066
11550.000000	0.005703
11600.000000	0.004854
11650.000000	0.005114
11700.000000	0.005396
11750.000000	0.004407
11800.000000	0.005797
11850.000000	0.004524
11900.000000	0.004383
11950.000000	0.004760
12000.000000	0.004642
12050.000000	0.004784
12100.000000	0.004242
12150.000000	0.004595
12200.000000	0.004572
12250.000000	0.004336
12300.000000	0.004124
12350.000000	0.004548
12400.000000	0.004524
12450.000000	0.003865
12500.000000	0.003888
12550.000000	0.004336
12600.000000	0.003912
12650.000000	0.003464
12700.000000	0.004548
12750.000000	0.004124
12800.000000	0.004030
12850.000000	0.003700
12900.000000	0.003393
12950.000000	0.003959
13000.000000	0.003252
13050.000000	0.003205
13100.000000	0.003865
13150.000000	0.003558
13200.000000	0.003653
13250.000000	0.003299
13300.000000	0.003393
13350.000000	0.003158
13400.000000	0.003323
13450.000000	0.003252
13500.000000	0.003770
13550.000000	0.003653
13600.000000	0.003605
13650.000000	0.003205
13700.000000	0.002993
13750.000000	0.003912
